ordinal,name,repository,url,commit_sha,scan_status,coverage,verdict,risk_score,file_count,text_files_scanned,text_bytes_scanned,finding_count,critical_count,high_count,medium_count,binary_count,top_rule_ids,error
5557,dsh-mermaid-preview,realguan/dsh-mermaid-preview,https://github.com/realguan/dsh-mermaid-preview,a1bfa69c17d9ec6e55e785d2defac8141b7d5e8c,ok_partial,partial,high_risk,46,26,23,102365,10,0,4,6,3,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS;FILE_DELETE,binary_like_files_not_decompiled
5558,dsh-mermaid-web,terrywangcode/dsh-mermaid-web,https://github.com/terrywangcode/dsh-mermaid-web,d2acc02422e8e487ad45398c1506b7d654818f35,ok_partial,partial,high_risk,14,20,15,48154,2,0,2,0,2,PLUGIN_INSTALL_COMMAND,binary_like_files_not_decompiled; large_text_candidate:lib/client.js.map:12051436; large_text_candidate:lib/client.js:7018013
5559,dsh-message-annotator,Theoz001/dsh-message-annotator,https://github.com/Theoz001/dsh-message-annotator,3367d60509e2da51b85a48f4c5d6c212cc5ea3ce,ok,full_text_source,high_risk,7,24,24,134109,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
5560,dsh-message-finder,cransmathenia666-hash/dsh-message-finder,https://github.com/cransmathenia666-hash/dsh-message-finder,1fe48c93d64e76f66e250f8ab9bb5e728137eb33,ok,full_text_source,high_risk,24,13,12,54147,4,0,3,1,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
5561,dsh-message-jump,TiChuXiXi/dsh-message-jump,https://github.com/TiChuXiXi/dsh-message-jump,ecbe3874cbf7efc40a1c81cbe3449580113b74ae,ok,full_text_source,no_obvious_malicious_findings,0,7,7,39847,0,0,0,0,0,,
5562,dsh-message-map,ChiYuKe/dsh-message-map,https://github.com/ChiYuKe/dsh-message-map,2665b6455a7feb7850c77b39e8c1bd33f8a90343,ok_partial,partial,no_obvious_malicious_findings,0,15,14,85094,0,0,0,0,1,,binary_like_files_not_decompiled
5563,dsh-messaging,andiven/dsh-messaging,https://github.com/andiven/dsh-messaging,26c983a2aab35aa503c31a25e6b218c87bea5a40,ok,full_text_source,medium_risk,27,17,16,102045,9,0,0,9,0,SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT;REMOTE_DOWNLOAD,
5564,dsh-meter,philmingdao/dsh-meter,https://github.com/philmingdao/dsh-meter,7dbfb83c4a23c3b138e9d568f4f5d94a0418ad06,ok,full_text_source,medium_risk,18,6,6,99789,6,0,0,6,0,SENSITIVE_DSH;HARDCODED_PASSWORD;REMOTE_DOWNLOAD,
5565,dsh-metrics-panel,bulai-z/dsh-metrics-panel,https://github.com/bulai-z/dsh-metrics-panel,8fb22984d77be0ed83592d5eb9b47dafa15041dc,ok_partial,partial,high_risk,17,11,9,199642,3,0,2,1,2,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;WILDCARD_CORS,binary_like_files_not_decompiled
5566,dsh-migrate,kkkkkkkkki/dsh-migrate,https://github.com/kkkkkkkkki/dsh-migrate,1a108cd1b11830d42f5b8de11a289a479bbb9454,ok,full_text_source,high_risk,43,35,34,171513,9,0,4,5,0,SHELL_TRUE;SENSITIVE_DSH,
5567,dsh-mime,uckkk/dsh-mime,https://github.com/uckkk/dsh-mime,,empty_repository,none,unavailable,0,0,0,0,0,0,0,0,0,,"fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree.
Use '--' to separate paths from revisions, like this:
'git <command> [<revision>...] -- [<file>...]'
"
5568,dsh-mindforge,opok-ops/dsh-mindforge,https://github.com/opok-ops/dsh-mindforge,ed6f1784ebc5fd7664f7ab839f692718bc5fd267,ok,full_text_source,high_risk,10,16,16,34438,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS,
5569,dsh-mindsee,123cdxcc/dsh-mindsee,https://github.com/123cdxcc/dsh-mindsee,5887b1d3675d7d478d25f60b4dc03ca1b40d583b,ok,full_text_source,high_risk,31,27,26,63386,9,0,1,8,0,SHELL_TRUE;INSTALL_LIFECYCLE_SCRIPT;HARDCODED_PASSWORD;SENSITIVE_DSH,
5570,dsh-minecraft-agent,jcs130/dsh-minecraft-agent,https://github.com/jcs130/dsh-minecraft-agent,ab0bac8360c05f31becf056f8f3fc39a7b6f1fcc,ok,full_text_source,high_risk,200,70,69,469710,46,2,11,33,0,UNAUTHENTICATED_REMOTE_EXEC_SURFACE;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;FILE_DELETE;ARBITRARY_PROCESS;GIT_CLONE;HARDCODED_PASSWORD,
5571,dsh-mingmu,Lab-sku/dsh-mingmu,https://github.com/Lab-sku/dsh-mingmu,532ceef65dc0f67255e97bad0233065636eb63fc,ok_partial,partial,medium_risk,48,21,18,97356,16,0,0,16,3,SENSITIVE_DSH,binary_like_files_not_decompiled
5572,dsh-mini,Shelaghfahrenheit482/dsh-mini,https://github.com/Shelaghfahrenheit482/dsh-mini,29108974c86978f28f8a865f3fd083044b439355,ok,full_text_source,high_risk,152,62,62,327448,34,2,8,24,0,REMOTE_EXEC_PIPE;PERSISTENT_EXECUTION_SURFACE;PLUGIN_INSTALL_COMMAND;PERSISTENCE_UNIX;SHELL_TRUE;HARDCODED_PASSWORD;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD;FILE_DELETE,
5573,dsh-minigame-plugin,sasajun2345/dsh-minigame-plugin,https://github.com/sasajun2345/dsh-minigame-plugin,b89af378b6176e5d307da761cc35bc0dd8feba2f,ok,full_text_source,no_obvious_malicious_findings,0,24,24,101712,0,0,0,0,0,,
5574,dsh-minimal-anchor,rand0wn/dsh-minimal-anchor,https://github.com/rand0wn/dsh-minimal-anchor,64bce8637531166afe3a7709e8ddc9c0155016d7,ok,full_text_source,no_obvious_malicious_findings,0,13,12,16118,0,0,0,0,0,,
5575,dsh-minimal-fix,Leslie2-11/dsh-minimal-fix,https://github.com/Leslie2-11/dsh-minimal-fix,9c7995f7a4c57b46cd16f7fa253217ee88994f64,ok,full_text_source,medium_risk,3,7,7,9496,1,0,0,1,0,SENSITIVE_DSH,
5576,dsh-minimal-mode-compaction,wicm84266964/dsh-minimal-mode-compaction,https://github.com/wicm84266964/dsh-minimal-mode-compaction,e563c5b4be955482dbcbacab5dbf5d2c6747d55c,ok,full_text_source,high_risk,41,14,13,39109,11,0,2,9,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS,
5577,dsh-minimal-pro,qldth/dsh-minimal-pro,https://github.com/qldth/dsh-minimal-pro,e50fabf87e473ade54d854e4165cbda23e6fa669,ok,full_text_source,no_obvious_malicious_findings,0,7,7,21122,0,0,0,0,0,,
5578,dsh-minimal-rules,sd1g1/dsh-minimal-rules,https://github.com/sd1g1/dsh-minimal-rules,0e2be4c6b18e9337a72f80a545d5950b80a5ca93,ok,full_text_source,medium_risk,24,11,11,48358,8,0,0,8,0,SENSITIVE_DSH;HARDCODED_PASSWORD,
5579,dsh-minimal-tools-preset,Canson666/dsh-minimal-tools-preset,https://github.com/Canson666/dsh-minimal-tools-preset,b04056dce00ad6acf6fae55d484ffa5f4ad909ae,ok,full_text_source,medium_risk,27,10,10,25107,9,0,0,9,0,SENSITIVE_DSH;FILE_DELETE;REMOTE_DOWNLOAD,
5580,dsh-minimal-win,judgeou/dsh-minimal-win,https://github.com/judgeou/dsh-minimal-win,739a984a4a7609dc815132df9e067962d3982b6b,ok,full_text_source,medium_risk,3,7,7,26183,1,0,0,1,0,ARBITRARY_PROCESS,
5581,dsh-minimal-win,wangxiang0605qvq/dsh-minimal-win,https://github.com/wangxiang0605qvq/dsh-minimal-win,d480e857e10bd7959fdd6b55fab7b27ee63bfeb9,ok,full_text_source,no_obvious_malicious_findings,0,5,5,9643,0,0,0,0,0,,
5582,dsh-mission,qiaoy01/dsh-mission,https://github.com/qiaoy01/dsh-mission,6dd16cb81c1b4a00d433187c596782479a62b0df,ok,full_text_source,high_risk,58,64,64,275853,10,0,7,3,0,PLUGIN_INSTALL_COMMAND;AUTO_APPROVAL;ARBITRARY_PROCESS,
5583,dsh-mlx-local,JshGao/dsh-mlx-local,https://github.com/JshGao/dsh-mlx-local,059faa1e8573f69cc56b21240a8e3fd144782f4d,ok,full_text_source,high_risk,69,14,14,133538,13,2,3,8,0,REMOTE_DOWNLOAD_AND_EXECUTION;CHAT_TO_AGENT_WITHOUT_ALLOWLIST;PLUGIN_INSTALL_COMMAND;SHELL_TRUE;ARBITRARY_PROCESS;SENSITIVE_DSH;REMOTE_DOWNLOAD,
5584,dsh-moa,meilulin/dsh-moa,https://github.com/meilulin/dsh-moa,42b5414519ec515b53a89663a42a5eb9f7e08e42,ok,full_text_source,no_obvious_malicious_findings,0,26,25,75589,0,0,0,0,0,,
5585,dsh-moa,morphlinglan/dsh-moa,https://github.com/morphlinglan/dsh-moa,3bc41aa57c9e67371c6bf7e05e33a03dbe0a98c7,ok,full_text_source,no_obvious_malicious_findings,0,5,5,23312,0,0,0,0,0,,
5586,dsh-mobile,ericleoo/dsh-mobile,https://github.com/ericleoo/dsh-mobile,4a4966c01e0168bacd035f568ec552ab8e078b05,ok,full_text_source,no_obvious_malicious_findings,0,5,5,27669,0,0,0,0,0,,
5587,dsh-mobile,knGear/dsh-mobile,https://github.com/knGear/dsh-mobile,631ff70a7472504434984183f690d5ccc14c8684,ok_partial,partial,high_risk,143,48,39,190138,34,1,8,25,9,REMOTE_DOWNLOAD_AND_EXECUTION;SHELL_TRUE;PLUGIN_INSTALL_COMMAND;REMOTE_DOWNLOAD;FILE_DELETE;SENSITIVE_DSH;ARBITRARY_PROCESS,binary_like_files_not_decompiled
5588,dsh-mobile,TecFancy/dsh-mobile,https://github.com/TecFancy/dsh-mobile,aa5908a0b68689c1f6946666143b4b60f8b21601,ok_partial,partial,high_risk,17,49,40,119037,3,0,2,1,8,SHELL_TRUE;FILE_DELETE,binary_like_files_not_decompiled
5589,dsh-mobile,xuanyuying/dsh-mobile,https://github.com/xuanyuying/dsh-mobile,8bf2201fb4da7b61b74f39e129192d50e8dc0d78,ok_partial,partial,high_risk,111,24,18,101380,25,0,9,16,6,SHELL_TRUE;DYNAMIC_EVAL;SENSITIVE_DSH;HARDCODED_PASSWORD,binary_like_files_not_decompiled
5590,dsh-mobile-access,kk99668/dsh-mobile-access,https://github.com/kk99668/dsh-mobile-access,6aff57f7920d196afd9828cf1132ae68d39c8234,ok,full_text_source,high_risk,96,18,17,118853,19,3,3,13,0,PERSISTENT_EXECUTION_SURFACE;WALLET_SECRET_WITH_NETWORK;REMOTE_DOWNLOAD_AND_EXECUTION;PERSISTENCE_UNIX;PLUGIN_INSTALL_COMMAND;SECRET_LOG;INSTALL_LIFECYCLE_SCRIPT;REMOTE_DOWNLOAD;SENSITIVE_DSH;ARBITRARY_PROCESS;HARDCODED_PASSWORD,
5591,dsh-mobile-access,TongaiLinC/dsh-mobile-access,https://github.com/TongaiLinC/dsh-mobile-access,b2c8b3050443d401d97647f0f5d7bd5bc3bf771d,ok,full_text_source,high_risk,93,9,9,237284,20,1,6,13,0,SENSITIVE_SOURCE_NETWORK_SINK;PLUGIN_INSTALL_COMMAND;AUTO_APPROVAL;SENSITIVE_DSH;BIND_ALL_INTERFACES;ARBITRARY_PROCESS,
5592,dsh-mobile-adaptive,zzh799/dsh-mobile-adaptive,https://github.com/zzh799/dsh-mobile-adaptive,37b23ee6d210f822c48d5b70a4d999720df40c74,ok,full_text_source,medium_risk,3,12,11,94224,1,0,0,1,0,INSTALL_LIFECYCLE_SCRIPT,
5593,dsh-mobile-glass,YiRan0/dsh-mobile-glass,https://github.com/YiRan0/dsh-mobile-glass,f160379f978ad968e8ed139d2a2c8a7c963ffb69,ok_partial,partial,high_risk,35,23,14,66531,5,0,5,0,8,PLUGIN_INSTALL_COMMAND;SHELL_TRUE,binary_like_files_not_decompiled
5594,dsh-mobile-layout,crwsr124/dsh-mobile-layout,https://github.com/crwsr124/dsh-mobile-layout,4062562ec112497fedf409e0cd65a08358a978cb,ok_partial,partial,high_risk,21,11,8,124306,3,0,3,0,1,SHELL_TRUE,large_text_candidate:docs/banner-layout.gif:6125487; large_text_candidate:docs/banner-files.gif:6982699; binary_like_files_not_decompiled
5595,dsh-mobile-plugin,april-jk/dsh-mobile-plugin,https://github.com/april-jk/dsh-mobile-plugin,f5fdcceb5ddfce956685305e12e0cd1a7f01d81b,ok_partial,partial,high_risk,79,44,42,167440,21,0,4,17,1,PLUGIN_INSTALL_COMMAND;SECRET_LOG;FILE_DELETE;REMOTE_DOWNLOAD;ARBITRARY_PROCESS;HARDCODED_PASSWORD,binary_like_files_not_decompiled
5596,dsh-mobile-remote,good-boy4069/dsh-mobile-remote,https://github.com/good-boy4069/dsh-mobile-remote,f0ce76aeac09896835f3ca482d78d7854185ad82,ok,full_text_source,high_risk,135,103,102,783225,31,2,6,23,0,SENSITIVE_SOURCE_NETWORK_SINK;SHELL_TRUE;DYNAMIC_EVAL;SENSITIVE_DSH;HARDCODED_PASSWORD;FILE_DELETE,
5597,dsh-mobile-ui,autumnshiu009-ship-it/dsh-mobile-ui,https://github.com/autumnshiu009-ship-it/dsh-mobile-ui,b8ceea31ca415ae5dc04ba56816a9949ed05a0b6,ok_partial,partial,no_obvious_malicious_findings,0,10,6,35818,0,0,0,0,4,,binary_like_files_not_decompiled
5598,dsh-mobile-ui,jackuh105/dsh-mobile-ui,https://github.com/jackuh105/dsh-mobile-ui,b948d43cb0ef8cc9009e17a311630a0deeffdd93,ok,full_text_source,no_obvious_malicious_findings,0,7,7,10063,0,0,0,0,0,,
5599,dsh-mobile-ui,SolarCrown57/dsh-mobile-ui,https://github.com/SolarCrown57/dsh-mobile-ui,92dba1e1ae44830179c4ce100fde1059c6a80e7f,ok,full_text_source,no_obvious_malicious_findings,0,8,8,29909,0,0,0,0,0,,
5600,dsh-mobileshare,menghuanshiguang/dsh-mobileshare,https://github.com/menghuanshiguang/dsh-mobileshare,c20251db82afdaf168795a016725dde482582ae7,ok,full_text_source,high_risk,34,14,14,96798,7,1,1,5,0,SENSITIVE_SOURCE_NETWORK_SINK;SHELL_TRUE;BIND_ALL_INTERFACES;ARBITRARY_PROCESS;FILE_DELETE,
5601,dsh-mobUI,richards878/dsh-mobUI,https://github.com/richards878/dsh-mobUI,b37da95f19421b39c43a41d1d01dbe36aa5f9c92,ok,full_text_source,high_risk,10,6,6,31897,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
5602,dsh-modal-enhancer,lisniuse/dsh-modal-enhancer,https://github.com/lisniuse/dsh-modal-enhancer,360a63dcde137f1ad970323c21dad7bd4a10e262,ok,full_text_source,high_risk,7,17,17,141272,1,0,1,0,0,PLUGIN_INSTALL_COMMAND,
5603,dsh-mode-switch,Yaya716/dsh-mode-switch,https://github.com/Yaya716/dsh-mode-switch,705315f300c7b689f6819a745ebdcb3e3811a1db,ok,full_text_source,no_obvious_malicious_findings,0,4,4,6917,0,0,0,0,0,,
5604,dsh-model-capabilities,WJZ-P/dsh-model-capabilities,https://github.com/WJZ-P/dsh-model-capabilities,5e6207933243633b27d16ac66e2591abb574f3fb,ok,full_text_source,high_risk,10,19,18,27899,2,0,1,1,0,PLUGIN_INSTALL_COMMAND;INSTALL_LIFECYCLE_SCRIPT,
5605,dsh-model-deploy,lhwwxy/dsh-model-deploy,https://github.com/lhwwxy/dsh-model-deploy,f66be5534db621fd1e4ee930bfb17577be1c9e9b,ok,full_text_source,no_obvious_malicious_findings,0,13,13,72227,0,0,0,0,0,,
5606,dsh-model-list-search,nathannli/dsh-model-list-search,https://github.com/nathannli/dsh-model-list-search,1a6e667731704e0a241765c25cc92657a4a483ee,ok,full_text_source,high_risk,7,9,8,9758,1,0,1,0,0,DYNAMIC_EVAL,
5607,dsh-model-plus,kingsunb/dsh-model-plus,https://github.com/kingsunb/dsh-model-plus,c0ca2754165c243cdea3013ac9924dcd13a6fc76,ok,full_text_source,high_risk,78,12,12,4137865,15,1,6,8,0,WALLET_SECRET_WITH_NETWORK;SENSITIVE_CLOUD;PLUGIN_INSTALL_COMMAND;PERSISTENCE_UNIX;DYNAMIC_EVAL;SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT,
5608,dsh-model-presets,Zding89/dsh-model-presets,https://github.com/Zding89/dsh-model-presets,7066be651b8d135f202c37f33223e32edef70e3d,ok_partial,partial,no_obvious_malicious_findings,0,12,11,61009,0,0,0,0,1,,binary_like_files_not_decompiled
5609,dsh-model-probe,AGSQ11/dsh-model-probe,https://github.com/AGSQ11/dsh-model-probe,00350ae1927dcca99844fb9ab07a6cc559a9739d,ok_partial,partial,no_obvious_malicious_findings,0,22,20,154575,0,0,0,0,2,,binary_like_files_not_decompiled
5610,dsh-model-reasoning,TikaFlow/dsh-model-reasoning,https://github.com/TikaFlow/dsh-model-reasoning,a1af7cb65a5b4f9564423421a8fd4c048a53b47a,ok,full_text_source,medium_risk,3,11,10,241458,1,0,0,1,0,INSTALL_LIFECYCLE_SCRIPT,
5611,dsh-model-router,fonlan/dsh-model-router,https://github.com/fonlan/dsh-model-router,42d83db2cbb9ed5aff59d1e82e5a0b30101ae143,ok,full_text_source,medium_risk,18,27,26,126647,6,0,0,6,0,SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT;FILE_DELETE,
5612,dsh-model-slider,ipcjs/dsh-model-slider,https://github.com/ipcjs/dsh-model-slider,30d97621ad1365600d4d9323c2303fc0b8469b97,ok_partial,partial,medium_risk,15,8,7,63128,5,0,0,5,1,SENSITIVE_DSH;ARBITRARY_PROCESS,binary_like_files_not_decompiled
5613,dsh-model-switch,Amouren7/dsh-model-switch,https://github.com/Amouren7/dsh-model-switch,5937d6cb018a228c51fe9ec6695b694f101c7dc0,ok,full_text_source,high_risk,16,30,30,194005,4,0,1,3,0,DYNAMIC_EVAL;ARBITRARY_PROCESS,
5614,dsh-model-switcher,2275803244-cpu/dsh-model-switcher,https://github.com/2275803244-cpu/dsh-model-switcher,f5107ff224d8e610025c0b729a8d46d530166b8e,ok,full_text_source,medium_risk,18,9,9,32820,6,0,0,6,0,SENSITIVE_DSH,
5615,dsh-modular-scale,uckkk/dsh-modular-scale,https://github.com/uckkk/dsh-modular-scale,,empty_repository,none,unavailable,0,0,0,0,0,0,0,0,0,,"fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree.
Use '--' to separate paths from revisions, like this:
'git <command> [<revision>...] -- [<file>...]'
"
5616,dsh-mojian,shuaixiangzi/dsh-mojian,https://github.com/shuaixiangzi/dsh-mojian,418cb55b178181376d221f84fd8092a0f9cfe5aa,ok_partial,partial,high_risk,105,111,84,448910,28,1,3,24,26,SENSITIVE_SOURCE_NETWORK_SINK;SHELL_TRUE;SENSITIVE_DSH;WILDCARD_CORS;FILE_DELETE;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
5617,dsh-moodball,sundusk/dsh-moodball,https://github.com/sundusk/dsh-moodball,1a5329b47962864c685a5ca64437805bc4a304d3,ok_partial,partial,high_risk,61,38,25,119721,12,1,4,7,12,REMOTE_EXEC_PIPE;PLUGIN_INSTALL_COMMAND;REMOTE_DOWNLOAD;FILE_DELETE,binary_like_files_not_decompiled
5618,dsh-moon-light,lihang-lh/dsh-moon-light,https://github.com/lihang-lh/dsh-moon-light,57c3379debf491f1d63b8bc1dd1e495c44b0fecf,ok,full_text_source,high_risk,14,12,12,52987,2,0,2,0,0,PLUGIN_INSTALL_COMMAND;DYNAMIC_EVAL,
5619,dsh-moonrise,hanyi7867069-create/dsh-moonrise,https://github.com/hanyi7867069-create/dsh-moonrise,4e8029680754eafa5fa738fea3f03ac2c605c138,ok,full_text_source,high_risk,7,10,10,11942,1,0,1,0,0,DYNAMIC_EVAL,
5620,dsh-more-agent-presets,R-LEI2536/dsh-more-agent-presets,https://github.com/R-LEI2536/dsh-more-agent-presets,d7cb135322b28b48b88e5ae69b8df57fdcbf14ee,ok,full_text_source,medium_risk,15,18,18,101748,5,0,0,5,0,SENSITIVE_DSH;ARBITRARY_PROCESS,
5621,dsh-motion-design,uckkk/dsh-motion-design,https://github.com/uckkk/dsh-motion-design,ba48eb981b4ca6d991ec69f73684379a1e5167bc,ok,full_text_source,no_obvious_malicious_findings,0,6,6,7397,0,0,0,0,0,,
5622,dsh-motion-plugin,YUXI-Dev/dsh-motion-plugin,https://github.com/YUXI-Dev/dsh-motion-plugin,0fdba851877e422ed764931cd4682ccd39b7de79,ok,full_text_source,no_obvious_malicious_findings,0,5,5,709836,0,0,0,0,0,,
5623,dsh-move-session,hucj09/dsh-move-session,https://github.com/hucj09/dsh-move-session,8f42f54dc5d49219a743a8c291282d9b588891dd,ok_partial,partial,high_risk,37,26,25,158374,7,0,4,3,1,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH,binary_like_files_not_decompiled
5624,dsh-mp-automator,VincentJiang06/dsh-mp-automator,https://github.com/VincentJiang06/dsh-mp-automator,11e7abbd0867e60ad57e97538485b2e94386f0df,ok,full_text_source,high_risk,84,24,23,197945,16,0,9,7,0,SHELL_TRUE;PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH;ARBITRARY_PROCESS;FILE_DELETE,
5625,dsh-msg-index,stnt04/dsh-msg-index,https://github.com/stnt04/dsh-msg-index,bb052ef929fa5be1f51b661355407b7eabd6928f,ok_partial,partial,high_risk,7,13,11,36370,1,0,1,0,1,PLUGIN_INSTALL_COMMAND,binary_like_files_not_decompiled
5626,dsh-msg-tools,Yaya716/dsh-msg-tools,https://github.com/Yaya716/dsh-msg-tools,67d347893c0eaa7d9f95b7833f047fb25b6e6df0,ok,full_text_source,no_obvious_malicious_findings,0,4,4,11624,0,0,0,0,0,,
5627,dsh-msgrail,chou109/dsh-msgrail,https://github.com/chou109/dsh-msgrail,9ed99ff9191f462953e02943f3915b10b08d41db,ok_partial,partial,medium_risk,9,12,9,50132,3,0,0,3,3,SENSITIVE_DSH,binary_like_files_not_decompiled
5628,dsh-msgrail,futongxu9-maker/dsh-msgrail,https://github.com/futongxu9-maker/dsh-msgrail,7c8f56a59f773a1b7adf4fa90dd4a0df7322d0b3,ok,full_text_source,no_obvious_malicious_findings,0,7,7,22147,0,0,0,0,0,,
5629,dsh-msys2-bash-executor,3223698962/dsh-msys2-bash-executor,https://github.com/3223698962/dsh-msys2-bash-executor,514aa458036993ad09e4316082c75be2d035a143,ok,full_text_source,high_risk,13,18,18,96613,3,0,1,2,0,SHELL_TRUE;ARBITRARY_PROCESS,
5630,dsh-multi-workspace,somnusovis/dsh-multi-workspace,https://github.com/somnusovis/dsh-multi-workspace,3eec3cb75910ee89236ee8950b71a03911f98267,ok,full_text_source,no_obvious_malicious_findings,0,5,5,7114,0,0,0,0,0,,
5631,dsh-multiagent-enhence,CACppuccino/dsh-multiagent-enhence,https://github.com/CACppuccino/dsh-multiagent-enhence,716d6fe6a22257050623c6631a52fe097fb231be,ok,full_text_source,high_risk,7,6,6,18559,1,0,1,0,0,SHELL_TRUE,
5632,dsh-multimodal-router,hanchn/dsh-multimodal-router,https://github.com/hanchn/dsh-multimodal-router,4615b6d5f7667e1b1944eac7898739eea014c388,ok_partial,partial,high_risk,88,17,15,110625,19,3,1,15,1,REMOTE_DOWNLOAD_AND_EXECUTION;SENSITIVE_SOURCE_NETWORK_SINK;CHAT_TO_AGENT_WITHOUT_ALLOWLIST;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS;REMOTE_DOWNLOAD,binary_like_files_not_decompiled
5633,dsh-musage,Thedeergod666/dsh-musage,https://github.com/Thedeergod666/dsh-musage,f3d1b62cad0cac9879b0125569552322b82ac6b8,ok_partial,partial,high_risk,25,13,12,78917,7,0,1,6,1,SHELL_TRUE;SENSITIVE_DSH;HARDCODED_PASSWORD;ARBITRARY_PROCESS,binary_like_files_not_decompiled
5634,dsh-music,1608kiy/dsh-music,https://github.com/1608kiy/dsh-music,0c0bfe03e1b63a58ab99d605740e1833168802dd,ok,full_text_source,high_risk,67,9,9,161356,11,2,4,5,0,SENSITIVE_SOURCE_NETWORK_SINK;REMOTE_DOWNLOAD_AND_EXECUTION;SHELL_TRUE;SENSITIVE_DSH;FILE_DELETE;REMOTE_DOWNLOAD,
5635,dsh-music-player,kendu76/dsh-music-player,https://github.com/kendu76/dsh-music-player,480a65b0772d45cf2422ce6e8bda0aa47d80353b,ok_partial,partial,high_risk,34,16,12,88832,7,1,1,5,3,UNAUTHENTICATED_REMOTE_EXEC_SURFACE;SHELL_TRUE;SENSITIVE_DSH;FILE_DELETE,binary_like_files_not_decompiled
5636,dsh-music-player,xiaoqiezi-china/dsh-music-player,https://github.com/xiaoqiezi-china/dsh-music-player,6213deadd7323647dd32134d8fe67c520d1c171b,ok,full_text_source,high_risk,36,6,6,166381,8,0,3,5,0,PLUGIN_INSTALL_COMMAND;SHELL_TRUE;SENSITIVE_DSH;ARBITRARY_PROCESS;INSTALL_LIFECYCLE_SCRIPT,
5637,dsh-music-player-tui,heshuren371/dsh-music-player-tui,https://github.com/heshuren371/dsh-music-player-tui,0d782848a72009e5c9d0518a808e07802cbf2dfb,ok,full_text_source,medium_risk,9,10,9,69934,3,0,0,3,0,ARBITRARY_PROCESS,
5638,dsh-my-cost,hehe1111/dsh-my-cost,https://github.com/hehe1111/dsh-my-cost,38f1b58d264142b8bd67090aa5b4394896d0bdf1,ok,full_text_source,medium_risk,30,31,30,763812,10,0,0,10,0,SENSITIVE_DSH;INSTALL_LIFECYCLE_SCRIPT,
5639,dsh-my-files,kksw1024/dsh-my-files,https://github.com/kksw1024/dsh-my-files,92af677d5d8f9868414e3d6c4191da0c1c6e1d54,ok_partial,partial,high_risk,7,54,53,238911,1,0,1,0,1,DYNAMIC_EVAL,binary_like_files_not_decompiled
5640,dsh-nanobananapro,synmindai/dsh-nanobananapro,https://github.com/synmindai/dsh-nanobananapro,08b51faefc2e00fd8c23126895329440ea9520a0,ok,full_text_source,medium_risk,33,12,11,47609,11,0,0,11,0,SENSITIVE_DSH;HARDCODED_PASSWORD,
5641,dsh-narrow-screen-fix,fengs2021/dsh-narrow-screen-fix,https://github.com/fengs2021/dsh-narrow-screen-fix,a3959c1928b32c49fd2ec41a471a372989fb565a,ok,full_text_source,no_obvious_malicious_findings,0,5,5,22045,0,0,0,0,0,,
5642,dsh-native-memory,highland0971/dsh-native-memory,https://github.com/highland0971/dsh-native-memory,9acd2ca676fc58a8c8d7a17e59f2d39fcb4c9b58,ok,full_text_source,high_risk,59,51,50,299472,10,1,5,4,0,HARD_CODED_PRIVATE_KEY;PLUGIN_INSTALL_COMMAND;AUTO_APPROVAL;SHELL_TRUE;SENSITIVE_DSH,
5643,dsh-nav-keys,ClausYang/dsh-nav-keys,https://github.com/ClausYang/dsh-nav-keys,9dd71a17cfe92f21570614fd9f9b3386675f885b,ok,full_text_source,medium_risk,3,17,16,42819,1,0,0,1,0,INSTALL_LIFECYCLE_SCRIPT,
5644,dsh-ncm-plugin,king-bcolor/dsh-ncm-plugin,https://github.com/king-bcolor/dsh-ncm-plugin,aa0126d9b22c5866737e5f8cd085515ca71439a3,ok,full_text_source,high_risk,49,34,34,161523,15,0,1,14,0,PLUGIN_INSTALL_COMMAND;ARBITRARY_PROCESS;SENSITIVE_DSH,
5645,dsh-need-finder,863683348/dsh-need-finder,https://github.com/863683348/dsh-need-finder,e046c8979f14ca59fa17ddd3aa8523740a8efcab,ok,full_text_source,high_risk,48,24,24,79236,8,0,6,2,0,PLUGIN_INSTALL_COMMAND;SENSITIVE_DSH,
